run,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,target_class
1,-2.1629004079400618,-0.050736167065355726,1.0290263244681108,-0.7875966286961409,-0.9967219114391268,1.0576049774687049,0.325708293972702,0.4168511758164145,1.115124603041775,0.053639740372936555,0.0
2,-2.792879299373639,0.37848179728454184,0.3344975962672362,0.5106385961581625,0.4946720266494077,-0.5987713372355328,0.8135543263575277,0.09703259140669514,0.13844645120440996,0.6243272512811935,0.0
3,0.825118574530664,-0.27880983616809785,-0.8089751052989362,2.169576849146143,0.36323655481862166,-1.1906393056213644,0.194612796836114,-0.6477901763662005,-1.2283149534774611,0.601984601600537,
4,-2.3238649590974005,0.5277725795842305,0.9800427089395154,-0.19930794381600275,0.12452982026332851,-1.3367753692212316,0.7453793689891356,0.8809426604053677,0.2477194229085989,0.35356171104446066,0.0
5,-2.1641756688305196,1.6998525769551482,0.7682567218836467,-0.4498049344883736,0.0915230468187461,-0.8356487347917895,0.22484784370120725,0.9180899673103106,-0.14553445929840098,-0.10740635925999148,0.0
6,-0.07567714636640822,0.1883215403691118,1.8858586972320945,0.21622372973329235,0.03318059498562309,-1.01820867146397,-0.24903547720648592,0.3891934411979862,0.7579352764251142,-2.1277919849063456,9.0
7,-2.7438542301418565,0.5455134751608295,1.1878236037292418,-0.28753048237027645,0.18508457289033284,0.2804285156278221,0.6655895817363527,0.2698682368905817,0.0990324203999995,-0.20195569392303145,0.0
8,-2.7131277598260684,0.15171177051843845,1.0504965900012577,0.7276215226999732,0.3052085966852914,-0.45163928359566646,-0.3541266901391405,0.34836294236456034,0.4819470654753356,0.45354524581603073,0.0
9,-0.4047562949089556,1.1088236511405305,0.23893664453471072,0.7791645753073784,-0.28521612194113505,-2.3481374348421036,1.42682101510427,-0.5262150286579826,0.13546074114036624,-0.12488174687706241,5.0
10,-1.8935120488820498,0.6251650668824982,0.8560931412180298,-0.5972510447300671,1.3872639410652083,-0.5246904821448711,0.9495636398940006,-1.3040070477913852,0.1957615045769345,0.3056133299117046,
